,code,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
버터림,1314460354.0,케이크12,조각케이크2,컵케이크2,플라워케이크1,새우1,케이크12,조각케이크2,컵케이크2,플라워케이크1,새우1,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
달콤왕가탕후루 망원역점,1117355682.0,,,,,,맛20,만족도18,서비스5,과일4,위치3,음식이 맛있어요,친절해요,디저트가 맛있어요,재료가 신선해요,특별한 메뉴가 있어요
카페 디퓨즈,1961948880.0,커피12,쿠키7,라떼3,밀크티3,브라우니1,만족도49,맛32,분위기19,서비스18,메뉴5,친절해요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요,사진이 잘 나와요
예일타운커피랩 망원점,1988086351.0,도넛36,커피19,휘낭시에7,라떼4,커스터드4,맛52,만족도41,분위기10,서비스10,메뉴3,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요
bucfac,1256872004.0,,,,,,,,,,,,,,,
우드베어 망원점,1158712347.0,커피8,라떼4,우유2,아메리카노1,카페라떼1,맛13,만족도9,서비스6,음식량2,메뉴1,커피가 맛있어요,음료가 맛있어요,가성비가 좋아요,특별한 메뉴가 있어요,친절해요
"그래,좋아",1089102577.0,,,,,,서비스1,맛1,만족도1,,,,,,,
카페 꽃길 정류장,1985146311.0,,,,,,맛3,커피2,만족도2,서비스2,,,,,,
댐댐케이크,1105719467.0,케이크2,라떼1,크로플1,,,케이크2,라떼1,크로플1,만족도3,서비스1,,,,,
퐁치 커피익스프레스 망원점,1717391085.0,,,,,,,,,,,,,,,
장롱마카롱,1034392858.0,,,,,,,,,,,,,,,
카페지스타,20420898.0,커피2,대추차2,쌍화차1,호두파이1,,커피2,대추차2,쌍화차1,호두파이1,맛6,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,친절해요,대화하기 좋아요
여니우기,1456998772.0,,,,,,,,,,,,,,,
망원동미쓰리,1965851901.0,커피2,옥수수1,밀크티1,,,커피2,옥수수1,밀크티1,맛7,메뉴2,커피가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,디저트가 맛있어요
카페리 마포구민체육센터점,1657286219.0,커피9,머핀3,라떼2,아메리카노2,딸기쥬스1,커피9,머핀3,라떼2,아메리카노2,딸기쥬스1,커피가 맛있어요,친절해요,가성비가 좋아요,음료가 맛있어요,대화하기 좋아요
해비치스터디카페,1202428527.0,,,,,,,,,,,,,,,
Cafe Miei,1972958644.0,,,,,,만족도1,맛1,,,,,,,,
