,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
그루비,커피15,라떼5,케이크3,에이드2,자몽에이드2,맛28,만족도24,분위기14,서비스7,목적1,커피가 맛있어요,음료가 맛있어요,친절해요,집중하기 좋아요,디저트가 맛있어요
르프레,마들렌5,커피5,휘낭시에4,케이크3,구움과자2,맛24,만족도15,서비스6,목적2,분위기1,디저트가 맛있어요,친절해요,매장이 청결해요,커피가 맛있어요,인테리어가 멋져요
마르셀,칵테일25,와인22,치즈3,모히또1,케이크1,만족도73,분위기58,맛34,서비스23,가격8,인테리어가 멋져요,대화하기 좋아요,친절해요,매장이 청결해요,술이 다양해요
라헨느공방,,,,,,,,,,,,,,,
낫낫커피,커피47,라떼13,에스프레소9,아메리카노5,스콘4,맛82,만족도51,서비스43,분위기11,위치6,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요,가성비가 좋아요
키레네도시21C,커피5,라떼3,케이크2,빙수1,잡채1,만족도25,맛21,분위기17,서비스10,위치3,친절해요,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요
히피리피,케이크273,팬케이크246,커피94,젤라또76,크림브륄레48,맛644,만족도396,분위기150,서비스58,메뉴29,디저트가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요
연남허니밀크,휘낭시에10,마들렌6,커피3,치즈3,레몬마들렌2,맛33,만족도17,서비스9,목적5,가격1,디저트가 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,인테리어가 멋져요
지구샵 그로서리,샌드위치5,카레2,파스타2,요거트2,치즈2,만족도28,맛20,메뉴4,목적3,서비스2,친절해요,매장이 청결해요,특별한 메뉴가 있어요,디저트가 맛있어요,인테리어가 멋져요
프롬라떼 연남,커피42,라떼20,크로플17,에이드13,치즈7,맛89,만족도51,서비스18,분위기15,메뉴4,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요
플루프커피,케이크33,커피30,크로플19,스콘12,치즈6,맛101,만족도76,서비스34,분위기20,메뉴7,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
카페 롤다운,커피77,라떼55,샌드위치32,스콘30,크림라떼30,맛128,만족도126,분위기58,서비스41,메뉴3,커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요
바람커피원두상점,,,,,,커피5,맛4,만족도3,핸드드립1,목적1,커피가 맛있어요,특별한 메뉴가 있어요,대화하기 좋아요,인테리어가 멋져요,친절해요
프롬딥그린,휘낭시에41,마들렌29,타르트18,고르곤졸라14,에그타르트12,맛69,만족도35,서비스19,메뉴4,분위기3,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
카페테틈,케이크14,밀크티13,커피13,라떼11,팬케이크6,만족도103,맛58,메뉴16,서비스11,분위기10,인테리어가 멋져요,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요
카페테드,커피23,라떼6,밀크티5,케이크5,당근케이크2,만족도40,맛34,분위기11,메뉴7,서비스5,커피가 맛있어요,뷰가 좋아요,음료가 맛있어요,디저트가 맛있어요,친절해요
바우 오마카세,커피30,밀크티12,위스키5,더치커피5,와인2,맛27,만족도25,메뉴13,서비스10,분위기7,커피가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
일련 로스터스,커피22,타르트5,초코타르트5,아메리카노4,에이드3,맛31,만족도25,서비스11,분위기4,메뉴4,커피가 맛있어요,친절해요,디저트가 맛있어요,뷰가 좋아요,음료가 맛있어요
츄르릅,스콘7,쿠키7,구겔호프3,까눌레3,구움과자3,맛44,만족도34,서비스13,목적3,메뉴1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
러프글로스,커피21,아메리카노3,필터커피3,에이드2,라떼2,만족도54,맛21,분위기18,서비스4,메뉴2,인테리어가 멋져요,커피가 맛있어요,친절해요,사진이 잘 나와요,대화하기 좋아요
슬리핑포레스트,커피23,라떼13,에이드5,케이크3,크림라떼2,맛56,만족도49,서비스23,분위기10,목적3,커피가 맛있어요,친절해요,음료가 맛있어요,대화하기 좋아요,디저트가 맛있어요
썸모어델리,토스트19,프렌치토스트17,크림치즈12,치즈12,라자냐10,맛93,만족도70,서비스20,분위기15,메뉴5,음식이 맛있어요,특별한 메뉴가 있어요,친절해요,재료가 신선해요,인테리어가 멋져요
윤태익 다르다 심리카페,,,,,,서비스159,예약16,가격10,혼잡도7,주차4,친절해요,대화하기 좋아요,집중하기 좋아요,매장이 청결해요,좌석이 편해요
가나슈블랫,케이크5,치즈3,커피3,마들렌2,초코케이크2,맛17,서비스7,만족도4,가격1,음식량1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요,음료가 맛있어요
리드미,크로플26,커피23,마카롱5,밀크티4,아이스티4,맛96,만족도74,서비스38,분위기36,메뉴4,인테리어가 멋져요,친절해요,음료가 맛있어요,디저트가 맛있어요,매장이 청결해요
햄니케이크,케이크10,쿠키5,치즈케이크2,얼그레이1,바스크치즈케이크1,만족도10,맛7,서비스3,목적2,분위기1,디저트가 맛있어요,선물하기 좋아요,친절해요,인테리어가 멋져요,주문제작을 잘해줘요
시나모메,,,,,,서비스1,맛1,분위기1,,,,,,,
로일즈,라떼15,커피14,옥수수10,쿠키6,아이스크림5,맛50,만족도36,분위기13,서비스9,메뉴4,커피가 맛있어요,디저트가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요
하유,커피23,휘낭시에9,라떼6,아메리카노4,아이스크림3,맛39,만족도36,서비스14,분위기8,전망3,인테리어가 멋져요,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요
리틀프레스커피,커피14,에스프레소1,라떼1,연유라떼1,드립백1,맛13,만족도7,분위기3,서비스2,청결도1,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요
EEEK,와인69,파스타56,커피46,토스트27,프렌치토스트21,맛289,만족도279,분위기92,서비스87,음식량17,음식이 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,재료가 신선해요
공간아를,커피33,와플9,치즈3,에스프레소2,크림치즈2,서비스20,만족도16,맛13,분위기2,메뉴2,커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,매장이 청결해요
스타티스,푸딩4,요거트4,커피2,쿠키2,그릭요거트2,푸딩4,요거트4,커피2,쿠키2,그릭요거트2,음료가 맛있어요,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요,커피가 맛있어요
롭다,커피41,케이크19,라떼13,에이드7,팬케이크6,만족도122,맛117,분위기70,서비스31,가격6,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요,매장이 청결해요
타래커피,커피29,아메리카노8,케이크6,라떼5,카라멜라떼2,맛42,만족도38,서비스12,가격9,청결도1,가성비가 좋아요,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요
크리멜트,,,,,,,,,,,,,,,
앤스커피,커피26,케이크6,치즈5,레몬파운드5,치즈케이크4,만족도61,맛55,분위기17,서비스10,메뉴4,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,대화하기 좋아요
로앤쿡드 연남,커피55,케이크25,팬케이크23,샌드위치22,샐러드14,맛287,만족도198,분위기78,서비스50,메뉴29,음식이 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요,재료가 신선해요
요거로밀,요거트43,과일19,그릭요거트13,커피12,라떼4,맛55,만족도37,서비스18,메뉴10,분위기7,친절해요,디저트가 맛있어요,매장이 청결해요,커피가 맛있어요,음료가 맛있어요
라보아르,휘낭시에49,밀푀유44,커피32,타르트25,몽블랑15,맛180,만족도111,서비스39,분위기34,목적12,디저트가 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,커피가 맛있어요
